crop_type,area_hectares,days_since_sowing,ndvi_trend,avg_temp,cum_rainfall,yield_kg
COTTON,2.44,38,0.811,29.9,705.7,3905.28
SUGARCANE,7.49,162,0.562,32.7,663.4,351566.12
RICE,6.65,39,0.827,20.0,433.3,28703.77
WHEAT,8.38,95,0.839,22.8,295.5,30925.96
SUGARCANE,7.66,261,0.769,30.9,550.3,615643.8
RICE,6.36,10,0.549,32.1,760.1,18043.34
MAIZE,4.73,103,0.682,16.1,211.5,27227.42
COTTON,7.55,105,0.733,15.4,627.8,11658.56
MAIZE,1.85,68,0.357,31.0,203.5,4626.22
PULSES,9.55,13,0.624,18.5,134.4,4921.41
COTTON,8.76,79,0.791,24.6,598.6,13952.87
RICE,4.28,58,0.749,31.6,359.3,19722.58
SUGARCANE,9.03,346,0.804,20.6,261.2,693861.75
MAIZE,0.73,44,0.155,28.8,657.8,1838.87
RICE,8.8,116,0.534,29.1,644.0,28767.04
PULSES,0.95,56,0.723,31.4,458.4,928.58
MAIZE,7.4,79,0.797,21.9,180.5,48360.29
COTTON,9.84,84,0.785,32.8,556.8,13673.39
COTTON,1.32,74,0.48,22.2,399.9,1624.19
PULSES,2.06,15,0.834,34.7,158.8,1706.04
PULSES,8.4,30,0.538,34.5,644.2,5307.71
COTTON,1.28,117,0.638,25.9,439.7,1547.59
MAIZE,9.38,95,0.315,28.7,640.8,22487.64
MAIZE,7.45,57,0.729,28.1,344.6,49548.7
PULSES,4.38,23,0.779,18.1,570.5,4446.04
PULSES,0.51,74,0.519,33.3,571.2,306.08
COTTON,3.38,63,0.669,31.3,67.6,3720.85
RICE,2.47,115,0.417,20.1,763.3,7842.28
MAIZE,6.79,11,0.472,22.8,206.3,32359.05
SUGARCANE,9.24,335,0.41,24.8,73.6,355674.92
RICE,2.93,70,0.492,25.8,123.5,6686.98
SUGARCANE,8.87,360,0.655,15.8,415.6,639639.8
COTTON,2.9,33,0.795,29.3,741.7,4763.32
PULSES,3.71,87,0.11,21.2,632.9,1382.97
WHEAT,6.33,34,0.676,32.3,635.6,19764.24
COTTON,1.16,56,0.789,22.8,743.7,1943.42
RICE,2.91,25,0.518,33.0,270.0,7648.26
MAIZE,6.21,64,0.681,31.7,199.3,40929.63
RICE,4.18,105,0.617,30.4,82.9,9066.08
MAIZE,8.72,84,0.455,23.9,575.6,43579.02
RICE,2.06,26,0.627,26.3,378.6,6504.11
PULSES,4.58,77,0.488,25.9,364.0,3143.78
COTTON,5.79,118,0.667,32.6,548.5,8099.87
SUGARCANE,9.23,80,0.682,26.4,548.5,706879.42
SUGARCANE,4.05,144,0.844,28.1,486.6,299870.28
RICE,2.71,28,0.799,22.8,328.9,11936.16
RICE,1.57,95,0.756,21.1,658.6,6783.33
WHEAT,8.68,64,0.745,24.6,124.3,21147.68
PULSES,6.46,19,0.675,25.2,695.9,6119.11
SUGARCANE,9.9,47,0.699,30.1,679.8,751759.11
WHEAT,8.37,114,0.736,32.4,635.5,23860.17
PULSES,7.4,57,0.771,32.3,611.5,5995.03
SUGARCANE,9.52,270,0.555,30.1,168.0,538396.76
MAIZE,5.22,19,0.656,16.3,113.6,22554.83
WHEAT,7.84,20,0.729,24.3,655.1,28747.89
MAIZE,8.45,87,0.712,34.0,433.6,46864.53
PULSES,6.1,81,0.276,28.2,480.5,2189.26
RICE,7.07,53,0.773,16.3,521.8,29212.73
MAIZE,6.15,39,0.831,33.1,474.5,33978.85
MAIZE,2.32,52,0.732,20.3,367.9,15555.63
SUGARCANE,8.96,81,0.565,18.8,564.5,512428.47
SUGARCANE,3.55,246,0.685,29.5,707.1,277138.5
WHEAT,6.18,96,0.779,24.9,234.2,21719.54
MAIZE,9.36,68,0.679,27.1,239.4,64657.94
SUGARCANE,9.85,11,0.812,20.1,421.3,791423.69
SUGARCANE,6.04,151,0.734,20.3,786.2,471038.27
COTTON,6.16,131,0.713,17.8,142.2,6569.89
RICE,0.89,18,0.76,20.4,637.9,4082.72
PULSES,4.52,15,0.536,15.2,303.2,2965.38
MAIZE,3.2,40,0.774,26.4,250.1,21231.12
WHEAT,1.94,91,0.441,34.3,337.5,4239.05
RICE,9.57,21,0.773,34.5,657.2,34448.04
WHEAT,8.53,66,0.772,32.8,738.2,24958.93
RICE,2.77,49,0.822,32.0,384.6,11861.58
RICE,4.38,66,0.798,22.7,511.3,19041.05
SUGARCANE,7.77,115,0.518,30.8,443.0,427378.35
COTTON,5.32,109,0.546,22.5,577.6,6448.45
PULSES,6.99,31,0.45,21.3,353.8,4906.36
MAIZE,9.04,58,0.513,15.5,751.4,38053.33
PULSES,1.11,12,0.719,22.6,418.2,1123.53
COTTON,1.35,75,0.704,33.2,244.9,1828.64
WHEAT,8.61,60,0.635,22.3,620.5,21137.83
WHEAT,1.38,22,0.755,20.1,161.8,4683.52
COTTON,3.15,57,0.712,25.4,223.9,4985.58
RICE,5.94,110,0.629,33.8,182.0,16234.25
COTTON,9.0,70,0.842,27.1,107.8,10678.61
MAIZE,8.26,32,0.806,26.1,326.7,52765.62
SUGARCANE,9.36,135,0.478,18.4,254.3,540582.24
SUGARCANE,5.29,39,0.683,24.4,684.9,396817.85
SUGARCANE,8.43,303,0.511,24.1,582.7,482155.59
WHEAT,6.58,20,0.725,15.0,395.6,21468.38
PULSES,7.67,80,0.731,25.5,771.6,7929.9
MAIZE,7.97,83,0.58,30.0,442.6,37902.81
SUGARCANE,8.65,74,0.45,27.0,325.6,474636.54
SUGARCANE,9.09,205,0.725,21.3,199.0,666056.3
COTTON,7.86,47,0.768,30.2,154.9,13349.98
COTTON,2.82,14,0.362,20.1,349.4,1728.02
MAIZE,8.88,69,0.842,19.9,159.2,59428.65
RICE,3.31,16,0.832,32.7,704.1,11857.14
MAIZE,3.87,75,0.658,34.6,685.4,20772.27
MAIZE,2.34,74,0.848,17.9,583.3,13579.37
RICE,5.34,90,0.655,23.1,648.9,23402.7
SUGARCANE,3.6,198,0.753,17.5,378.8,249168.57
SUGARCANE,0.84,290,0.536,16.3,776.1,44168.93
COTTON,3.64,122,0.552,17.9,621.6,3811.82
SUGARCANE,4.15,211,0.659,15.2,149.7,199673.27
WHEAT,4.47,48,0.764,34.8,208.0,14030.95
WHEAT,8.66,77,0.589,19.4,736.4,21428.26
PULSES,5.19,20,0.595,21.9,595.9,3689.01
COTTON,9.58,76,0.76,33.0,606.6,13612.67
MAIZE,5.5,95,0.572,25.4,259.2,26647.76
WHEAT,2.65,15,0.704,33.8,275.4,8303.64
COTTON,0.99,86,0.462,31.5,466.3,1228.93
WHEAT,8.87,73,0.681,17.0,456.7,27715.17
PULSES,4.3,82,0.666,18.2,410.9,4439.37
RICE,7.86,17,0.813,18.1,404.9,32960.61
MAIZE,1.62,40,0.85,33.6,347.3,8828.3
COTTON,8.57,83,0.811,21.7,498.5,14272.64
RICE,1.46,20,0.402,25.8,419.5,4481.53
PULSES,6.66,16,0.686,17.7,787.8,5855.0
PULSES,9.22,55,0.421,18.3,282.3,6372.84
SUGARCANE,1.28,30,0.597,18.8,177.5,70897.71
COTTON,1.52,84,0.526,31.6,263.3,1744.65
SUGARCANE,8.6,90,0.568,16.9,504.9,441633.4
RICE,4.24,53,0.567,31.2,319.1,13580.04
MAIZE,6.71,61,0.836,30.9,685.3,45022.28
WHEAT,2.79,48,0.409,16.2,706.4,6201.68
COTTON,1.7,28,0.717,21.4,229.4,2799.84
COTTON,1.66,87,0.161,24.5,75.4,673.25
WHEAT,3.78,22,0.821,20.0,189.9,13302.43
PULSES,9.68,51,0.813,29.9,580.5,9735.0
SUGARCANE,8.75,104,0.807,34.1,361.9,571936.95
MAIZE,1.91,27,0.771,34.1,730.5,10951.67
COTTON,0.87,12,0.571,31.0,329.8,992.09
COTTON,7.83,138,0.68,28.6,693.3,13234.8
MAIZE,5.54,77,0.278,27.2,376.2,13894.08
RICE,4.82,102,0.708,34.9,392.3,17638.3
RICE,4.37,90,0.118,31.6,362.9,6966.51
SUGARCANE,5.93,171,0.453,20.3,718.6,343774.69
WHEAT,6.85,75,0.651,19.6,216.4,24887.22
WHEAT,4.27,120,0.665,31.1,451.4,15630.86
COTTON,0.66,88,0.559,24.9,485.1,794.7
SUGARCANE,3.23,69,0.622,22.8,594.3,175041.86
PULSES,2.4,64,0.779,33.9,65.5,1361.4
PULSES,7.44,31,0.561,23.3,729.5,5198.29
WHEAT,3.93,83,0.758,26.0,101.4,10151.05
RICE,8.6,10,0.119,30.4,618.8,13443.59
WHEAT,1.58,125,0.75,31.7,450.9,5567.6
COTTON,6.85,81,0.486,16.8,182.3,7624.82
SUGARCANE,9.48,19,0.28,34.4,624.9,236727.48
WHEAT,1.89,51,0.788,18.9,793.3,6823.99
MAIZE,0.78,59,0.504,31.1,631.9,3707.48
WHEAT,2.31,133,0.579,16.3,794.8,5176.81
PULSES,9.37,73,0.742,21.4,326.7,9647.32
RICE,4.8,10,0.653,28.3,329.4,20779.39
PULSES,8.46,50,0.42,31.9,496.0,6128.61
RICE,6.13,70,0.849,29.5,305.5,27309.01
RICE,7.97,91,0.712,31.4,270.1,36325.74
RICE,9.42,95,0.14,20.2,334.7,14549.06
MAIZE,8.57,19,0.205,25.0,604.0,20376.45
RICE,9.82,51,0.669,17.7,443.7,39274.31
RICE,3.94,22,0.323,21.4,142.8,4446.52
SUGARCANE,8.1,128,0.712,30.2,616.1,649457.14
RICE,8.21,80,0.352,25.9,729.7,13343.42
RICE,9.01,106,0.19,32.6,119.7,8434.5
PULSES,0.99,18,0.839,15.1,718.6,841.74
MAIZE,4.36,23,0.768,26.2,645.6,27573.19
WHEAT,2.26,36,0.404,19.4,581.1,5594.31
PULSES,5.34,62,0.755,20.5,646.0,5432.65
WHEAT,5.18,70,0.692,28.3,194.4,18284.26
MAIZE,1.79,85,0.766,20.4,512.3,12274.24
PULSES,4.49,87,0.846,23.1,193.4,4335.28
WHEAT,5.98,40,0.172,29.2,223.1,7463.04
RICE,7.45,97,0.843,20.5,134.5,21805.17
WHEAT,7.31,13,0.718,23.9,160.2,26111.93
RICE,8.75,51,0.21,25.4,256.3,14228.37
PULSES,1.89,59,0.824,32.2,546.7,1588.83
MAIZE,4.66,42,0.743,16.2,716.7,26461.33
COTTON,5.48,62,0.826,17.8,259.5,8077.7
RICE,5.0,107,0.767,22.0,533.2,21888.55
PULSES,8.71,71,0.178,24.6,378.6,3020.68
WHEAT,6.63,108,0.84,25.2,750.5,22427.02
PULSES,4.02,42,0.465,28.2,649.6,2965.72
RICE,1.1,23,0.707,31.2,618.3,4921.53
SUGARCANE,8.63,304,0.527,18.7,422.8,484649.03
WHEAT,9.61,93,0.585,23.4,306.0,24554.9
WHEAT,1.53,88,0.502,28.9,254.0,3799.09
COTTON,6.86,101,0.744,18.9,233.7,10804.89
MAIZE,3.89,107,0.717,19.6,768.1,24432.49
RICE,1.48,27,0.823,19.1,359.3,6834.97
RICE,1.47,80,0.677,29.8,213.9,6207.25
MAIZE,0.61,85,0.848,27.9,717.4,4184.26
RICE,3.74,40,0.422,20.0,498.7,12262.91
WHEAT,0.92,80,0.781,28.9,54.8,2344.42
WHEAT,8.06,94,0.751,19.6,481.8,26952.9
PULSES,3.82,55,0.534,18.3,604.2,2882.61
SUGARCANE,0.7,150,0.814,19.7,83.9,36520.34
WHEAT,2.38,85,0.782,19.5,150.9,8057.47
PULSES,2.44,90,0.583,31.7,373.9,1789.81
WHEAT,5.0,11,0.657,18.5,682.2,17459.83
RICE,7.76,37,0.733,23.7,574.8,33004.24
PULSES,5.44,81,0.527,33.0,493.8,3483.06
SUGARCANE,9.85,241,0.849,25.7,475.5,792854.67
COTTON,2.14,123,0.702,19.3,600.1,3626.98
RICE,2.36,47,0.757,33.5,706.0,8486.89
PULSES,1.7,16,0.79,34.0,134.9,999.31
PULSES,6.02,27,0.686,32.5,649.2,4934.36
RICE,5.33,87,0.665,25.8,112.7,16457.57
RICE,2.97,52,0.816,15.9,417.9,12158.61
WHEAT,8.13,66,0.421,18.0,381.8,20650.71
PULSES,5.69,51,0.786,34.9,303.3,4564.58
RICE,7.91,109,0.406,31.2,72.8,17403.89
PULSES,8.18,84,0.788,24.6,654.0,8048.78
SUGARCANE,6.65,39,0.58,27.1,589.4,390588.12
MAIZE,4.1,24,0.521,20.8,269.1,19009.45
SUGARCANE,8.22,317,0.53,20.7,441.7,472655.98
WHEAT,2.17,83,0.808,21.3,401.7,7643.86
COTTON,0.75,22,0.702,19.9,309.0,1217.88
MAIZE,7.38,45,0.731,26.3,226.9,46999.68
MAIZE,5.36,51,0.66,21.2,177.7,35647.78
PULSES,0.9,15,0.413,19.2,357.6,671.07
SUGARCANE,4.87,191,0.404,27.5,527.2,284681.42
SUGARCANE,2.26,43,0.81,33.6,698.9,144260.72
SUGARCANE,1.68,294,0.314,20.2,600.0,49213.96
PULSES,2.19,70,0.836,25.3,333.6,2225.31
SUGARCANE,6.65,214,0.681,16.3,572.5,466332.5
MAIZE,7.4,76,0.784,29.6,355.7,47172.57
WHEAT,8.85,43,0.795,25.6,210.4,30558.82
MAIZE,1.28,15,0.47,34.6,342.4,5146.51
MAIZE,7.7,15,0.808,29.4,326.8,51040.91
WHEAT,3.29,15,0.513,21.2,644.1,8728.2
SUGARCANE,5.97,281,0.834,30.4,598.1,453639.18
SUGARCANE,7.13,275,0.846,21.6,779.4,547125.95
PULSES,1.08,53,0.787,16.2,689.7,937.15
WHEAT,2.48,100,0.755,26.7,712.6,8399.78
PULSES,2.61,28,0.422,29.2,391.1,1872.9
RICE,5.67,87,0.17,16.8,559.1,8158.74
WHEAT,4.35,92,0.111,23.1,76.1,3732.67
RICE,9.22,88,0.519,34.2,793.6,24063.5
SUGARCANE,8.65,292,0.526,15.2,733.6,423260.64
RICE,9.97,13,0.717,23.3,462.3,45348.97
SUGARCANE,9.28,135,0.48,27.7,423.0,531594.24
SUGARCANE,1.64,222,0.356,28.6,343.8,46423.94
MAIZE,1.77,17,0.771,31.2,703.1,11844.72
SUGARCANE,3.22,286,0.696,25.6,307.2,236196.97
WHEAT,7.69,114,0.813,18.2,211.7,27344.81
WHEAT,1.2,125,0.718,16.5,241.4,3625.39
PULSES,8.64,47,0.757,33.8,82.1,5021.62
RICE,7.89,53,0.837,23.6,774.7,35562.23
SUGARCANE,7.09,69,0.502,31.9,754.1,414662.54
RICE,5.44,36,0.73,27.1,663.6,24564.89
COTTON,1.96,126,0.838,19.3,764.6,3320.54
MAIZE,9.03,55,0.736,26.0,377.2,57266.37
PULSES,8.55,64,0.555,17.9,208.1,5553.97
MAIZE,3.26,15,0.711,26.1,645.4,22559.84
WHEAT,3.75,70,0.783,26.0,720.3,12720.17
RICE,2.51,92,0.795,16.1,550.3,9891.43
PULSES,0.67,16,0.849,26.6,98.6,454.53
SUGARCANE,2.23,18,0.509,20.1,655.5,123666.85
SUGARCANE,7.21,329,0.222,27.5,656.1,209341.08
PULSES,3.32,80,0.582,29.9,556.9,2452.81
COTTON,1.35,143,0.757,22.3,338.1,2328.17
WHEAT,1.9,36,0.804,32.7,477.1,5850.97
WHEAT,9.56,58,0.818,31.1,217.3,34595.21
COTTON,4.34,24,0.79,34.8,404.7,6024.76
RICE,4.84,63,0.109,23.8,612.0,7596.48
PULSES,2.67,87,0.784,27.0,321.4,2575.62
SUGARCANE,1.82,297,0.601,34.6,671.0,90073.46
COTTON,8.93,40,0.362,26.3,375.6,5106.14
WHEAT,4.36,101,0.679,28.2,120.1,10797.41
SUGARCANE,4.09,218,0.622,19.3,471.3,236111.43
RICE,6.88,97,0.584,31.1,285.3,21656.81
RICE,2.89,34,0.496,18.0,490.7,9500.6
SUGARCANE,3.08,30,0.6,18.3,614.2,163872.87
PULSES,8.6,65,0.618,22.8,798.8,5954.71
COTTON,5.29,29,0.689,27.2,667.7,9010.71
RICE,0.96,18,0.661,28.0,110.1,2995.2
RICE,8.65,51,0.732,18.5,522.2,36902.59
SUGARCANE,9.52,338,0.679,29.6,215.4,716898.48
RICE,9.01,66,0.706,18.2,585.7,39441.92
WHEAT,7.4,115,0.543,21.9,466.6,18171.22
COTTON,7.39,131,0.368,34.6,474.1,3931.9
RICE,7.81,43,0.837,28.5,247.1,35980.13
WHEAT,2.43,69,0.677,33.6,318.4,7583.64
WHEAT,3.78,112,0.759,16.6,58.0,8675.54
WHEAT,6.94,30,0.4,17.3,612.8,15570.79
SUGARCANE,9.81,172,0.749,26.5,308.7,726761.43
WHEAT,4.75,85,0.769,29.5,176.5,16851.76
RICE,1.84,60,0.659,31.3,373.4,7921.74
RICE,2.75,36,0.6,23.0,450.6,9176.36
COTTON,7.54,137,0.441,18.7,60.5,6119.19
RICE,8.84,115,0.815,17.0,195.0,35074.4
COTTON,2.13,149,0.816,30.7,565.1,3492.69
COTTON,8.73,69,0.529,32.5,686.1,8617.17
PULSES,9.96,62,0.696,30.0,769.8,9389.98
PULSES,6.09,64,0.835,17.4,408.7,5188.03
COTTON,2.74,113,0.812,32.2,61.6,2761.16
COTTON,5.64,31,0.441,19.5,312.0,6885.68
RICE,9.93,96,0.488,30.5,454.3,31608.48
RICE,7.02,61,0.796,25.5,627.6,29881.71
SUGARCANE,1.82,300,0.741,26.9,79.6,98987.09
PULSES,3.05,65,0.53,30.7,701.1,2295.5
WHEAT,8.98,19,0.592,34.0,568.8,19012.49
SUGARCANE,4.61,316,0.46,34.4,536.3,215006.4
SUGARCANE,3.71,322,0.776,27.9,262.7,284294.89
SUGARCANE,5.32,28,0.506,22.1,184.3,309693.68
COTTON,4.75,132,0.804,28.1,69.7,5549.66
MAIZE,4.11,19,0.118,27.6,780.0,9858.97
SUGARCANE,5.18,287,0.775,33.3,429.4,346440.17
WHEAT,8.45,43,0.765,24.9,612.3,30608.15
SUGARCANE,3.52,278,0.779,28.6,644.3,267480.73
PULSES,3.06,13,0.608,30.1,342.6,2253.36
MAIZE,7.01,82,0.785,18.4,724.8,44766.55
PULSES,3.75,57,0.687,25.5,395.5,3673.17
WHEAT,3.85,85,0.699,34.0,562.6,11794.92
MAIZE,8.0,38,0.447,34.2,742.8,34058.33
MAIZE,4.35,43,0.786,21.6,449.8,28244.58
COTTON,2.19,97,0.844,18.4,759.5,3512.92
PULSES,2.61,77,0.565,17.0,695.3,1765.63
RICE,5.82,60,0.655,27.9,439.2,26776.39
SUGARCANE,3.58,322,0.748,28.6,668.6,268057.48
WHEAT,3.41,40,0.615,31.5,105.9,6313.84
COTTON,6.19,52,0.754,29.1,486.5,9977.7
RICE,1.32,56,0.712,21.5,390.3,5707.39
MAIZE,2.42,37,0.488,32.7,663.2,9849.76
SUGARCANE,1.43,228,0.713,15.3,515.6,103585.51
WHEAT,7.12,37,0.804,16.7,632.3,21828.33
COTTON,6.35,41,0.526,26.2,503.8,7875.2
COTTON,0.56,102,0.819,25.5,692.3,909.98
WHEAT,8.96,94,0.833,30.5,362.1,32975.96
SUGARCANE,5.31,240,0.706,32.3,153.7,354702.35
SUGARCANE,3.7,352,0.776,29.7,366.5,281017.09
MAIZE,7.98,88,0.75,21.1,510.8,50659.55
RICE,8.22,64,0.107,33.7,54.7,7465.0
WHEAT,8.12,105,0.541,32.6,104.6,12042.38
PULSES,8.84,24,0.608,16.4,54.2,3945.64
RICE,5.46,91,0.533,18.6,125.3,11989.78
SUGARCANE,5.49,206,0.774,29.3,158.1,442306.43
PULSES,9.91,38,0.83,30.8,589.5,9607.49
COTTON,1.92,11,0.819,34.7,577.8,2805.69
MAIZE,2.49,18,0.811,18.5,457.5,16953.9
PULSES,1.77,18,0.771,32.6,533.9,1508.36
SUGARCANE,1.38,203,0.613,25.4,361.5,77199.15
WHEAT,7.32,128,0.757,30.3,353.0,26297.62
PULSES,4.83,33,0.515,21.4,610.1,3430.02
PULSES,3.02,27,0.823,33.8,294.1,2571.47
SUGARCANE,8.26,352,0.492,28.2,230.8,444161.67
RICE,5.72,33,0.63,27.9,181.7,18225.6
WHEAT,2.38,65,0.29,34.3,767.5,2699.77
MAIZE,2.23,29,0.763,27.3,605.7,15279.58
RICE,7.46,112,0.821,16.5,277.4,29698.57
WHEAT,2.75,52,0.723,34.3,642.0,8520.67
SUGARCANE,2.43,294,0.177,17.4,593.6,61009.59
PULSES,8.88,38,0.729,19.9,64.7,6050.84
MAIZE,5.99,109,0.793,17.3,720.0,35949.24
SUGARCANE,4.67,105,0.738,18.2,298.3,365585.1
SUGARCANE,4.95,279,0.308,19.3,580.9,143000.55
WHEAT,6.01,72,0.656,28.5,779.1,20382.44
MAIZE,4.27,102,0.532,18.5,712.5,20014.98
SUGARCANE,5.14,361,0.524,25.1,476.7,283502.62
WHEAT,7.09,105,0.486,19.7,451.2,18920.53
RICE,2.42,45,0.169,22.8,111.5,2730.1
SUGARCANE,3.55,245,0.817,18.3,207.5,279581.23
RICE,0.72,29,0.44,33.5,756.4,2007.22
PULSES,0.73,48,0.705,32.4,433.5,587.06
WHEAT,9.16,116,0.124,28.7,424.9,11852.25
RICE,1.88,16,0.576,17.3,168.1,5612.96
PULSES,9.62,62,0.782,16.1,504.4,8782.29
RICE,1.6,58,0.676,18.6,140.7,5037.24
COTTON,1.79,97,0.622,30.2,749.3,2083.12
SUGARCANE,7.59,119,0.764,23.6,303.0,586542.62
PULSES,2.2,48,0.425,30.3,261.5,1520.71
MAIZE,0.72,81,0.55,17.8,302.9,2957.6
PULSES,3.6,27,0.707,17.6,680.0,3236.92
PULSES,8.55,54,0.602,16.3,606.6,5626.36
WHEAT,7.3,98,0.789,24.9,62.8,17262.62
COTTON,1.63,80,0.837,26.0,454.7,2659.21
WHEAT,2.51,16,0.665,29.9,167.1,8517.88
COTTON,9.34,118,0.773,24.6,468.1,15068.77
WHEAT,6.19,25,0.794,16.7,369.6,19788.0
COTTON,2.67,42,0.527,33.9,130.3,1871.96
WHEAT,8.36,11,0.792,20.7,237.3,28322.78
SUGARCANE,3.95,217,0.264,30.4,388.6,109750.47
MAIZE,6.42,57,0.785,35.0,329.0,35746.69
WHEAT,9.48,74,0.671,31.7,238.3,33149.98
RICE,0.92,17,0.591,25.3,79.0,1963.25
PULSES,8.03,80,0.74,20.5,757.4,7940.94
COTTON,5.4,149,0.669,29.5,324.7,8560.2
SUGARCANE,0.79,65,0.304,24.3,196.6,21107.9
COTTON,1.47,23,0.696,16.6,85.8,1584.64
MAIZE,9.71,45,0.69,23.0,135.7,43498.93
RICE,5.87,33,0.822,28.5,385.1,26353.36
SUGARCANE,2.91,25,0.762,21.7,799.8,230873.96
WHEAT,6.27,50,0.621,23.8,240.7,15950.84
COTTON,4.65,48,0.767,25.5,673.0,7825.55
COTTON,0.68,24,0.217,23.5,283.0,401.08
SUGARCANE,0.74,44,0.412,26.8,549.9,39883.2
MAIZE,0.85,105,0.541,25.9,756.1,3903.72
PULSES,5.85,90,0.538,21.3,550.8,4299.5
MAIZE,7.95,15,0.772,15.8,492.2,47915.21
SUGARCANE,8.31,212,0.527,24.9,217.8,445122.36
COTTON,6.11,40,0.492,26.1,269.5,7266.66
COTTON,9.58,48,0.707,16.0,409.9,13893.65
WHEAT,8.39,92,0.692,28.8,436.5,29801.47
MAIZE,6.04,24,0.229,15.3,583.6,13582.7
WHEAT,8.89,45,0.743,25.3,664.9,31419.69
WHEAT,1.5,115,0.682,28.3,70.6,3808.08
PULSES,2.97,79,0.332,19.7,563.3,1096.03
SUGARCANE,5.37,268,0.587,24.0,160.0,289050.76
COTTON,9.64,147,0.768,20.8,546.1,15159.27
RICE,9.72,61,0.473,17.8,618.4,27857.25
MAIZE,5.46,104,0.266,23.8,430.1,13022.32
RICE,5.62,17,0.462,15.9,405.7,16142.34
RICE,8.37,33,0.491,16.7,496.8,23120.9
PULSES,6.85,30,0.75,31.3,252.8,6554.56
PULSES,4.52,74,0.795,22.8,757.5,4551.0
COTTON,6.81,22,0.768,19.6,138.4,8183.89
RICE,8.01,64,0.735,24.9,463.9,34356.24
COTTON,3.2,67,0.725,17.1,748.3,4790.51
PULSES,6.87,60,0.778,32.7,744.7,5897.89
MAIZE,8.43,58,0.7,20.3,508.9,52998.65
COTTON,5.36,48,0.652,26.2,126.7,5969.38
MAIZE,6.01,41,0.498,25.9,143.8,20198.71
SUGARCANE,9.62,123,0.73,28.9,221.0,706746.55
COTTON,1.81,76,0.68,34.8,445.4,2564.4
RICE,4.54,89,0.421,16.5,799.0,12569.12
PULSES,2.86,86,0.439,31.4,203.4,2040.13
WHEAT,2.53,114,0.482,34.6,82.8,3759.09
SUGARCANE,5.35,215,0.816,15.4,174.2,385823.56
MAIZE,7.63,73,0.675,16.9,288.4,43199.15
WHEAT,7.12,80,0.763,23.0,97.4,17992.11
COTTON,9.02,26,0.43,20.2,453.7,11097.86
PULSES,0.9,79,0.312,32.3,396.3,276.81
RICE,3.08,66,0.753,34.9,640.5,11910.55
SUGARCANE,2.25,211,0.627,25.9,512.4,126483.89
WHEAT,7.14,111,0.532,21.2,430.0,18401.27
PULSES,8.98,21,0.768,34.6,652.7,7216.09
RICE,6.33,102,0.686,31.9,635.8,29229.79
WHEAT,7.12,107,0.411,17.3,405.9,16277.32
PULSES,1.09,86,0.804,31.2,205.4,1059.07
COTTON,9.77,42,0.766,21.6,499.6,15925.41
RICE,0.97,86,0.537,31.1,274.0,3250.28
MAIZE,2.2,47,0.39,28.6,255.5,5492.8
SUGARCANE,6.33,230,0.66,30.8,246.6,463739.18
MAIZE,3.49,56,0.739,25.8,71.9,16044.18
MAIZE,7.8,38,0.751,27.2,368.9,50154.48
MAIZE,2.95,61,0.588,32.1,188.2,11938.19
PULSES,3.25,23,0.717,27.2,221.7,3073.9
PULSES,9.35,64,0.687,18.5,270.6,9685.33
COTTON,4.57,132,0.514,23.0,622.9,5546.12
COTTON,0.76,30,0.792,17.0,329.4,1181.92
SUGARCANE,8.25,138,0.753,22.8,95.0,456258.47
SUGARCANE,0.64,252,0.846,24.6,420.9,49569.91
WHEAT,8.81,54,0.826,22.2,748.0,32243.17
MAIZE,4.74,101,0.703,18.3,659.0,29958.0
PULSES,1.55,31,0.756,19.6,619.8,1531.23
WHEAT,4.59,108,0.528,24.2,312.8,12125.24
WHEAT,4.0,77,0.151,17.6,553.8,4697.73
WHEAT,5.28,74,0.8,34.0,85.4,11252.86
COTTON,2.92,104,0.743,29.8,702.4,4984.47
RICE,1.56,34,0.793,23.9,627.3,6942.78
PULSES,7.44,72,0.549,31.3,113.7,3726.66
COTTON,7.76,72,0.555,28.6,174.8,9004.44
WHEAT,8.74,107,0.597,33.0,315.2,18091.32
SUGARCANE,1.08,44,0.493,19.9,81.3,41611.85
PULSES,2.35,59,0.59,19.6,589.4,1692.51
WHEAT,3.03,68,0.696,21.1,76.8,7780.11
PULSES,7.98,23,0.793,22.9,405.6,7731.61
RICE,8.5,54,0.181,20.1,552.5,13408.87
MAIZE,4.56,78,0.757,22.2,99.5,21283.7
WHEAT,4.78,37,0.787,30.1,650.3,17110.82
WHEAT,6.61,41,0.741,25.0,545.8,24137.7
PULSES,4.17,89,0.735,26.7,435.9,3985.88
PULSES,6.19,49,0.191,26.6,149.6,1556.66
MAIZE,8.48,97,0.725,15.7,117.2,36066.94
SUGARCANE,5.63,205,0.442,17.6,202.8,285362.21
WHEAT,6.13,51,0.698,30.8,163.2,20741.96
PULSES,6.77,73,0.834,18.1,711.2,6507.99
WHEAT,5.41,22,0.534,19.2,159.3,13219.14
RICE,0.64,39,0.65,16.3,441.5,2524.59
COTTON,1.59,17,0.776,28.4,468.6,2702.74
COTTON,7.29,41,0.667,20.9,329.5,12385.58
MAIZE,1.09,102,0.761,33.6,537.4,6201.21
RICE,6.1,106,0.747,23.4,613.3,27796.08
PULSES,1.81,50,0.823,26.8,674.0,1843.88
RICE,0.53,103,0.404,31.7,353.2,1642.13
MAIZE,8.27,45,0.376,26.8,378.2,19003.53
